T_K,T_C,J_MA_cm2,L_um,MTTF_hours
533.46,260.31,0.5,40.0,
533.46,260.31,0.5,50.0,
533.46,260.31,0.5,65.0,2527.9938259371092
533.46,260.31,0.5,90.0,701.2711373673169
533.46,260.31,0.5,130.0,371.840417636203
533.46,260.31,0.5,200.0,283.00683698659606
533.46,260.31,0.5,350.0,254.31062210597392
533.46,260.31,0.5,600.0,297.27249913393257
533.46,260.31,1.0,5.0,
533.46,260.31,1.0,15.0,
533.46,260.31,1.0,25.0,
533.46,260.31,1.0,35.0,335.6152398686323
533.46,260.31,1.0,40.0,263.19140985787396
533.46,260.31,1.0,50.0,110.32424637857565
533.46,260.31,1.0,65.0,112.4758856243857
533.46,260.31,1.0,90.0,111.36757298087691
533.46,260.31,1.0,130.0,82.0044250358297
533.46,260.31,1.0,200.0,70.7548692729465
533.46,260.31,1.0,350.0,58.94786474635425
533.46,260.31,1.0,600.0,61.995328844129745
533.46,260.31,2.0,5.0,
533.46,260.31,2.0,15.0,
533.46,260.31,2.0,25.0,43.42064328483553
533.46,260.31,2.0,35.0,28.055171072151264
533.46,260.31,2.0,40.0,27.632039671312647
533.46,260.31,2.0,50.0,26.546178151050484
533.46,260.31,2.0,65.0,20.899711903798313
533.46,260.31,2.0,90.0,19.17932649493505
533.46,260.31,2.0,130.0,16.626860276854053
533.46,260.31,2.0,200.0,20.67704123297767
533.46,260.31,2.0,350.0,20.4514704006053
533.46,260.31,2.0,600.0,19.154171883039115
533.46,260.31,4.0,5.0,
533.46,260.31,4.0,15.0,14.332587555332735
533.46,260.31,4.0,25.0,8.975226130717793
533.46,260.31,4.0,35.0,8.369354305350784
533.46,260.31,4.0,40.0,7.987102225211911
533.46,260.31,4.0,50.0,7.195105237897227
533.46,260.31,4.0,65.0,6.472691947478153
533.46,260.31,4.0,90.0,9.42859704194801
533.46,260.31,4.0,130.0,6.148719284270399
533.46,260.31,4.0,200.0,5.829624536589965
533.46,260.31,4.0,350.0,6.762387515575413
533.46,260.31,4.0,600.0,6.520623398797239
533.46,260.31,8.0,5.0,7.761785355327495
533.46,260.31,8.0,15.0,3.779986964019826
533.46,260.31,8.0,25.0,2.778820323316536
533.46,260.31,8.0,35.0,2.2712396218048627
533.46,260.31,8.0,40.0,3.159438873909618
533.46,260.31,8.0,50.0,2.8446772813571433
533.46,260.31,8.0,65.0,2.103029390209229
533.46,260.31,8.0,90.0,3.2634136870540735
533.46,260.31,8.0,130.0,2.72297964341993
533.46,260.31,8.0,200.0,2.437652150985688
533.46,260.31,8.0,350.0,3.0738832609985676
533.46,260.31,8.0,600.0,2.468969929101824
535.77,262.62,0.5,5.0,
535.77,262.62,0.5,15.0,
535.77,262.62,0.5,25.0,
535.77,262.62,0.5,35.0,
535.77,262.62,0.5,40.0,
535.77,262.62,0.5,50.0,
535.77,262.62,0.5,65.0,2429.53176891466
535.77,262.62,0.5,90.0,509.93547859052075
535.77,262.62,0.5,130.0,380.3278744447084
535.77,262.62,0.5,200.0,287.97749160138517
535.77,262.62,0.5,350.0,227.00480538833776
535.77,262.62,0.5,600.0,185.22651776904678
535.77,262.62,1.0,5.0,
535.77,262.62,1.0,15.0,
535.77,262.62,1.0,25.0,
535.77,262.62,1.0,35.0,378.5789062298824
535.77,262.62,1.0,40.0,209.94580754618912
535.77,262.62,1.0,50.0,108.55907326983636
535.77,262.62,1.0,65.0,78.98770840587333
535.77,262.62,1.0,90.0,86.59681267778322
535.77,262.62,1.0,130.0,46.67020311308989
535.77,262.62,1.0,200.0,64.35118851395906
535.77,262.62,1.0,350.0,53.9967897045663
535.77,262.62,1.0,600.0,67.93525914522678
535.77,262.62,2.0,5.0,
535.77,262.62,2.0,15.0,
535.77,262.62,2.0,25.0,37.88822580379047
535.77,262.62,2.0,35.0,31.52901769908506
535.77,262.62,2.0,40.0,24.6022143120758
535.77,262.62,2.0,50.0,23.71498354524549
535.77,262.62,2.0,65.0,23.694895438918277
535.77,262.62,2.0,90.0,18.270872001662415
535.77,262.62,2.0,130.0,21.422793098637083
535.77,262.62,2.0,200.0,15.199716227234944
535.77,262.62,2.0,350.0,17.8207132689133
535.77,262.62,2.0,600.0,19.22254223171797
535.77,262.62,4.0,5.0,
535.77,262.62,4.0,15.0,12.387427820531952
535.77,262.62,4.0,25.0,10.683184293993747
535.77,262.62,4.0,35.0,6.367299426022826
535.77,262.62,4.0,40.0,5.614183960591344
535.77,262.62,4.0,50.0,5.685379796456089
535.77,262.62,4.0,65.0,7.002015075701229
535.77,262.62,4.0,90.0,6.59445461257509
535.77,262.62,4.0,130.0,6.045360920626877
535.77,262.62,4.0,200.0,4.924914548751061
535.77,262.62,4.0,350.0,6.431584039389688
535.77,262.62,4.0,600.0,4.727527478771976
535.77,262.62,8.0,5.0,10.315934897036186
535.77,262.62,8.0,15.0,4.436433618386966
535.77,262.62,8.0,25.0,2.6940336809899628
535.77,262.62,8.0,35.0,2.6494389068242885
535.77,262.62,8.0,40.0,2.221236640647806
535.77,262.62,8.0,50.0,1.786007214565752
535.77,262.62,8.0,65.0,2.101325833223147
535.77,262.62,8.0,90.0,1.9197180127688904
535.77,262.62,8.0,130.0,1.7963784653464254
535.77,262.62,8.0,200.0,2.860038195563812
535.77,262.62,8.0,350.0,2.282461471379955
535.77,262.62,8.0,600.0,2.308910408805177
536.95,263.8,0.5,5.0,
536.95,263.8,0.5,15.0,
536.95,263.8,0.5,25.0,
536.95,263.8,0.5,35.0,
536.95,263.8,0.5,40.0,
536.95,263.8,0.5,50.0,
536.95,263.8,0.5,65.0,2213.723296832903
536.95,263.8,0.5,90.0,521.3996082886165
536.95,263.8,0.5,130.0,382.81694888056427
536.95,263.8,0.5,200.0,253.57496520987738
536.95,263.8,0.5,350.0,233.1055711784839
536.95,263.8,0.5,600.0,192.44203565626435
536.95,263.8,1.0,5.0,
536.95,263.8,1.0,15.0,
536.95,263.8,1.0,25.0,
536.95,263.8,1.0,35.0,335.2009827203764
536.95,263.8,1.0,40.0,163.26919165925636
536.95,263.8,1.0,50.0,93.66939022897542
536.95,263.8,1.0,65.0,90.01245126479452
536.95,263.8,1.0,90.0,76.25497786321428
536.95,263.8,1.0,130.0,54.032614899516226
536.95,263.8,1.0,200.0,58.99724716778577
536.95,263.8,1.0,350.0,55.579705633836994
536.95,263.8,1.0,600.0,38.39914441093161
536.95,263.8,2.0,5.0,
536.95,263.8,2.0,15.0,
536.95,263.8,2.0,25.0,33.80166702408849
536.95,263.8,2.0,35.0,28.852408140802137
536.95,263.8,2.0,40.0,26.299515769678994
536.95,263.8,2.0,50.0,18.63630938037061
536.95,263.8,2.0,65.0,20.648022675356632
536.95,263.8,2.0,90.0,21.69692898619615
536.95,263.8,2.0,130.0,19.700644570055022
536.95,263.8,2.0,200.0,16.529666926244843
536.95,263.8,2.0,350.0,15.106033963286041
536.95,263.8,2.0,600.0,14.474727878853061
536.95,263.8,4.0,5.0,
536.95,263.8,4.0,15.0,11.438302665628795
536.95,263.8,4.0,25.0,7.842737924558359
536.95,263.8,4.0,35.0,7.4574990967770365
536.95,263.8,4.0,40.0,6.6930380912189715
536.95,263.8,4.0,50.0,7.092096397930535
536.95,263.8,4.0,65.0,6.113128432715388
536.95,263.8,4.0,90.0,6.542779943506794
536.95,263.8,4.0,130.0,6.447511836401786
536.95,263.8,4.0,200.0,4.90958627647065
536.95,263.8,4.0,350.0,4.154064897847176
536.95,263.8,4.0,600.0,6.805629716635571
536.95,263.8,8.0,5.0,8.563117685364084
536.95,263.8,8.0,15.0,2.123743549798348
536.95,263.8,8.0,25.0,2.17736879622311
536.95,263.8,8.0,35.0,2.590318905993751
536.95,263.8,8.0,40.0,2.179639981015685
536.95,263.8,8.0,50.0,2.0623033665846298
536.95,263.8,8.0,65.0,2.697234174646489
536.95,263.8,8.0,90.0,1.837007173360641
536.95,263.8,8.0,130.0,1.8817807713818486
536.95,263.8,8.0,200.0,2.1669207483757846
536.95,263.8,8.0,350.0,2.2078330308874916
536.95,263.8,8.0,600.0,2.23310330990873
538.08,264.93,0.5,5.0,
538.08,264.93,0.5,15.0,
538.08,264.93,0.5,25.0,
538.08,264.93,0.5,35.0,
538.08,264.93,0.5,40.0,
538.08,264.93,0.5,50.0,
538.08,264.93,0.5,65.0,2532.1456139236634
538.08,264.93,0.5,90.0,525.0987334806125
538.08,264.93,0.5,130.0,339.554351225069
538.08,264.93,0.5,200.0,233.45300231158217
538.08,264.93,0.5,350.0,206.98456057729882
538.08,264.93,0.5,600.0,191.8431036699429
538.08,264.93,1.0,5.0,
538.08,264.93,1.0,15.0,
538.08,264.93,1.0,25.0,
538.08,264.93,1.0,35.0,347.1198319323895
538.08,264.93,1.0,40.0,215.65297535392708
538.08,264.93,1.0,50.0,130.45883965249647
538.08,264.93,1.0,65.0,89.76246887839196
538.08,264.93,1.0,90.0,63.78967849906306
538.08,264.93,1.0,130.0,63.05517527130191
538.08,264.93,1.0,200.0,56.250304232515845
538.08,264.93,1.0,350.0,54.05946171092922
538.08,264.93,1.0,600.0,70.37001705520618
538.08,264.93,2.0,5.0,
538.08,264.93,2.0,15.0,
538.08,264.93,2.0,25.0,34.14325333066469
538.08,264.93,2.0,35.0,27.54440231916582
538.08,264.93,2.0,40.0,27.746595025364137
538.08,264.93,2.0,50.0,21.4176515880432
538.08,264.93,2.0,65.0,27.272564237625176
538.08,264.93,2.0,90.0,16.75096476590973
538.08,264.93,2.0,130.0,17.532492909057446
538.08,264.93,2.0,200.0,14.167928746447155
538.08,264.93,2.0,350.0,14.642292736118034
538.08,264.93,2.0,600.0,15.728873284983958
538.08,264.93,4.0,5.0,
538.08,264.93,4.0,15.0,11.531614510958853
538.08,264.93,4.0,25.0,7.610575023508526
538.08,264.93,4.0,35.0,7.807063070044936
538.08,264.93,4.0,40.0,6.161955199689485
538.08,264.93,4.0,50.0,5.684216003656045
538.08,264.93,4.0,65.0,8.612370928754185
538.08,264.93,4.0,90.0,5.877588659907921
538.08,264.93,4.0,130.0,4.8379967968954185
538.08,264.93,4.0,200.0,4.754450895906765
538.08,264.93,4.0,350.0,4.505320677685469
538.08,264.93,4.0,600.0,5.918385825631691
538.08,264.93,8.0,5.0,7.431004456298276
538.08,264.93,8.0,15.0,2.6666145670903614
538.08,264.93,8.0,25.0,2.2864854485215096
538.08,264.93,8.0,35.0,2.4524212900420244
538.08,264.93,8.0,40.0,1.9068482163579148
538.08,264.93,8.0,50.0,1.805159530138874
538.08,264.93,8.0,65.0,2.1534932438684566
538.08,264.93,8.0,90.0,2.2405621154954636
538.08,264.93,8.0,130.0,2.123728989718298
538.08,264.93,8.0,200.0,1.770980277190736
538.08,264.93,8.0,350.0,2.1955181874996037
538.08,264.93,8.0,600.0,1.7659940723373218
540.38,267.23,0.5,5.0,
540.38,267.23,0.5,15.0,
540.38,267.23,0.5,25.0,
540.38,267.23,0.5,35.0,
540.38,267.23,0.5,40.0,
540.38,267.23,0.5,50.0,
540.38,267.23,0.5,65.0,1849.9814198275794
540.38,267.23,0.5,90.0,400.7074355622191
540.38,267.23,0.5,130.0,347.38208186155185
540.38,267.23,0.5,200.0,241.74911875065618
540.38,267.23,0.5,350.0,203.36726910205647
540.38,267.23,0.5,600.0,206.16040746059244
540.38,267.23,1.0,5.0,
540.38,267.23,1.0,15.0,
540.38,267.23,1.0,25.0,
540.38,267.23,1.0,35.0,464.20571775611177
540.38,267.23,1.0,40.0,134.6165976389632
540.38,267.23,1.0,50.0,97.32486629115515
540.38,267.23,1.0,65.0,73.63593992115466
540.38,267.23,1.0,90.0,57.41826393094875
540.38,267.23,1.0,130.0,48.09831052340399
540.38,267.23,1.0,200.0,48.91534959159042
540.38,267.23,1.0,350.0,39.63219830172979
540.38,267.23,1.0,600.0,48.13790557417763
540.38,267.23,2.0,5.0,
540.38,267.23,2.0,15.0,
540.38,267.23,2.0,25.0,33.713918321293626
540.38,267.23,2.0,35.0,25.16956096541824
540.38,267.23,2.0,40.0,23.104517832376448
540.38,267.23,2.0,50.0,20.925975842340346
540.38,267.23,2.0,65.0,16.448235425919904
540.38,267.23,2.0,90.0,22.07307071323431
540.38,267.23,2.0,130.0,15.668185703466026
540.38,267.23,2.0,200.0,10.940309717478291
540.38,267.23,2.0,350.0,12.028893403735383
540.38,267.23,2.0,600.0,10.570928491827571
540.38,267.23,4.0,5.0,
540.38,267.23,4.0,15.0,9.223660936947393
540.38,267.23,4.0,25.0,6.452249365838413
540.38,267.23,4.0,35.0,5.457129127786019
540.38,267.23,4.0,40.0,7.654570574965957
540.38,267.23,4.0,50.0,5.876086676745717
540.38,267.23,4.0,65.0,5.798166372408996
540.38,267.23,4.0,90.0,4.363938618148235
540.38,267.23,4.0,130.0,4.202066110248602
540.38,267.23,4.0,200.0,4.805526867504949
540.38,267.23,4.0,350.0,4.824162845915892
540.38,267.23,4.0,600.0,3.525973949075135
540.38,267.23,8.0,5.0,6.919175854743708
540.38,267.23,8.0,15.0,2.3746290684699596
540.38,267.23,8.0,25.0,2.024443632330257
540.38,267.23,8.0,35.0,1.7618572038804254
540.38,267.23,8.0,40.0,1.8086092038263095
540.38,267.23,8.0,50.0,1.871014919134978
540.38,267.23,8.0,65.0,1.9118890462121412
540.38,267.23,8.0,90.0,2.030590648348487
540.38,267.23,8.0,130.0,2.1521065900214595
540.38,267.23,8.0,200.0,1.7329483562123371
540.38,267.23,8.0,350.0,1.6776550692450476
540.38,267.23,8.0,600.0,1.9097385020289834
542.69,269.54,0.5,5.0,
542.69,269.54,0.5,15.0,
542.69,269.54,0.5,25.0,
542.69,269.54,0.5,35.0,
542.69,269.54,0.5,40.0,
542.69,269.54,0.5,50.0,
542.69,269.54,0.5,65.0,1986.9755279431042
542.69,269.54,0.5,90.0,392.0051804548158
542.69,269.54,0.5,130.0,291.6023506806086
542.69,269.54,0.5,200.0,230.76631533993304
542.69,269.54,0.5,350.0,204.30174289032266
542.69,269.54,0.5,600.0,202.3302944600705
542.69,269.54,1.0,5.0,
542.69,269.54,1.0,15.0,
542.69,269.54,1.0,25.0,
542.69,269.54,1.0,35.0,242.26896163205896
542.69,269.54,1.0,40.0,157.9818076531669
542.69,269.54,1.0,50.0,98.69982553505159
542.69,269.54,1.0,65.0,72.12703689215904
542.69,269.54,1.0,90.0,53.63363889825026
542.69,269.54,1.0,130.0,41.0024063491655
542.69,269.54,1.0,200.0,47.01758303346223
542.69,269.54,1.0,350.0,38.41544538148838
542.69,269.54,1.0,600.0,42.02619477291026
542.69,269.54,2.0,5.0,
542.69,269.54,2.0,15.0,
542.69,269.54,2.0,25.0,26.91355321517605
542.69,269.54,2.0,35.0,17.995339940068785
542.69,269.54,2.0,40.0,20.097474881816698
542.69,269.54,2.0,50.0,17.721152260675474
542.69,269.54,2.0,65.0,17.19643949465973
542.69,269.54,2.0,90.0,20.199279144553632
542.69,269.54,2.0,130.0,14.291165481805047
542.69,269.54,2.0,200.0,14.099926754156389
542.69,269.54,2.0,350.0,10.779155462643601
542.69,269.54,2.0,600.0,10.254611306769961
542.69,269.54,4.0,5.0,
542.69,269.54,4.0,15.0,10.571659237509344
542.69,269.54,4.0,25.0,5.184939342940142
542.69,269.54,4.0,35.0,4.5365899259723985
542.69,269.54,4.0,40.0,5.100709729499522
542.69,269.54,4.0,50.0,4.838453929239546
542.69,269.54,4.0,65.0,4.115792946754595
542.69,269.54,4.0,90.0,4.344325715123389
542.69,269.54,4.0,130.0,5.319795933310545
542.69,269.54,4.0,200.0,3.837907658866103
542.69,269.54,4.0,350.0,3.4563592328333637
542.69,269.54,4.0,600.0,4.862598624639526
542.69,269.54,8.0,5.0,6.936295026742533
542.69,269.54,8.0,15.0,1.9566486858040306
542.69,269.54,8.0,25.0,1.494546405803448
542.69,269.54,8.0,35.0,1.613271424496898
542.69,269.54,8.0,40.0,1.7627291889307641
542.69,269.54,8.0,50.0,2.073921441234468
542.69,269.54,8.0,65.0,1.4631110143688517
542.69,269.54,8.0,90.0,1.659490302327531
542.69,269.54,8.0,130.0,1.8352320981646961
542.69,269.54,8.0,200.0,1.1483966878350587
542.69,269.54,8.0,350.0,1.901168882653102
542.69,269.54,8.0,600.0,1.3573454310817108
545.0,271.85,0.5,5.0,
545.0,271.85,0.5,15.0,
545.0,271.85,0.5,25.0,
545.0,271.85,0.5,35.0,
545.0,271.85,0.5,40.0,
545.0,271.85,0.5,50.0,
545.0,271.85,0.5,65.0,1727.927506963958
545.0,271.85,0.5,90.0,393.68223593846835
545.0,271.85,0.5,130.0,276.34676779116387
545.0,271.85,0.5,200.0,196.22126314146794
545.0,271.85,0.5,350.0,106.8459388148635
545.0,271.85,0.5,600.0,124.9074350771879
545.0,271.85,1.0,5.0,
545.0,271.85,1.0,15.0,
545.0,271.85,1.0,25.0,
545.0,271.85,1.0,35.0,255.41206815163403
545.0,271.85,1.0,40.0,138.83478848797876
545.0,271.85,1.0,50.0,95.98285841291073
545.0,271.85,1.0,65.0,74.71504427247817
545.0,271.85,1.0,90.0,58.73114377942004
545.0,271.85,1.0,130.0,44.990902338348114
545.0,271.85,1.0,200.0,31.874478858816474
545.0,271.85,1.0,350.0,36.50784786033657
545.0,271.85,1.0,600.0,40.0442780280214
545.0,271.85,2.0,5.0,
545.0,271.85,2.0,15.0,
545.0,271.85,2.0,25.0,23.34320472682628
545.0,271.85,2.0,35.0,21.155274867175137
545.0,271.85,2.0,40.0,20.16291252959045
545.0,271.85,2.0,50.0,16.01118066929466
545.0,271.85,2.0,65.0,9.028439721358621
545.0,271.85,2.0,90.0,10.893764725606557
545.0,271.85,2.0,130.0,16.49591831609136
545.0,271.85,2.0,200.0,10.952449744084937
545.0,271.85,2.0,350.0,8.53148483825928
545.0,271.85,2.0,600.0,13.574420767883005
545.0,271.85,4.0,5.0,
545.0,271.85,4.0,15.0,7.575294048579912
545.0,271.85,4.0,25.0,6.373556709656921
545.0,271.85,4.0,35.0,5.015070643446503
545.0,271.85,4.0,40.0,4.9836616146829344
545.0,271.85,4.0,50.0,4.696004150204824
545.0,271.85,4.0,65.0,4.744410643373077
545.0,271.85,4.0,90.0,5.802956876381328
545.0,271.85,4.0,130.0,4.640471699794128
545.0,271.85,4.0,200.0,3.098480917538272
545.0,271.85,4.0,350.0,4.13051614490656
545.0,271.85,4.0,600.0,4.542795389205222
545.0,271.85,8.0,5.0,6.996883543736667
545.0,271.85,8.0,15.0,1.8266006749294332
545.0,271.85,8.0,25.0,2.046285004179635
545.0,271.85,8.0,35.0,1.8799692212316408
545.0,271.85,8.0,40.0,2.3704576745824943
545.0,271.85,8.0,50.0,1.410898366430336
545.0,271.85,8.0,65.0,1.4363119663505537
545.0,271.85,8.0,90.0,1.455583886854526
545.0,271.85,8.0,130.0,1.3972449704812053
545.0,271.85,8.0,200.0,1.3023759591391448
545.0,271.85,8.0,350.0,0.975442690895255
545.0,271.85,8.0,600.0,1.3768937437520932
550.37,277.22,0.5,5.0,
550.37,277.22,0.5,15.0,
550.37,277.22,0.5,25.0,
550.37,277.22,0.5,35.0,
550.37,277.22,0.5,40.0,
550.37,277.22,0.5,50.0,
550.37,277.22,0.5,65.0,1386.8276642191965
550.37,277.22,0.5,90.0,281.1954860285397
550.37,277.22,0.5,130.0,250.57730641818338
550.37,277.22,0.5,200.0,144.4744118546873
550.37,277.22,0.5,350.0,147.83956791199617
550.37,277.22,0.5,600.0,116.6286170446157
550.37,277.22,1.0,5.0,
550.37,277.22,1.0,15.0,
550.37,277.22,1.0,25.0,
550.37,277.22,1.0,35.0,226.01475888640027
550.37,277.22,1.0,40.0,118.97455546389558
550.37,277.22,1.0,50.0,87.56115671138734
550.37,277.22,1.0,65.0,53.418608942725335
550.37,277.22,1.0,90.0,46.090749613711296
550.37,277.22,1.0,130.0,39.175175217658726
550.37,277.22,1.0,200.0,32.136908501723106
550.37,277.22,1.0,350.0,33.151519839827316
550.37,277.22,1.0,600.0,41.97945314406082
550.37,277.22,2.0,5.0,
550.37,277.22,2.0,15.0,
550.37,277.22,2.0,25.0,21.069052351915893
550.37,277.22,2.0,35.0,16.35624173409708
550.37,277.22,2.0,40.0,16.9580819592379
550.37,277.22,2.0,50.0,14.876562622204315
550.37,277.22,2.0,65.0,11.429477768199234
550.37,277.22,2.0,90.0,7.366092026912338
550.37,277.22,2.0,130.0,10.720757387390552
550.37,277.22,2.0,200.0,6.801304708960921
550.37,277.22,2.0,350.0,11.431437865091805
550.37,277.22,2.0,600.0,9.233267077056945
550.37,277.22,4.0,5.0,
550.37,277.22,4.0,15.0,7.009958028164533
550.37,277.22,4.0,25.0,3.7644121111252598
550.37,277.22,4.0,35.0,3.0420126914012826
550.37,277.22,4.0,40.0,3.8612306444268785
550.37,277.22,4.0,50.0,3.5314616258782014
550.37,277.22,4.0,65.0,3.1680131607907316
550.37,277.22,4.0,90.0,3.3332373175108985
550.37,277.22,4.0,130.0,4.848998720917474
550.37,277.22,4.0,200.0,3.5524356790216842
550.37,277.22,4.0,350.0,3.6085993945975443
550.37,277.22,4.0,600.0,3.467392068106226
550.37,277.22,8.0,5.0,5.820992750594403
550.37,277.22,8.0,15.0,1.5104814811944538
550.37,277.22,8.0,25.0,1.0075905367185558
550.37,277.22,8.0,35.0,1.2690872046491377
550.37,277.22,8.0,40.0,1.4527489213951237
550.37,277.22,8.0,50.0,1.0895324098414487
550.37,277.22,8.0,65.0,1.204694090731477
550.37,277.22,8.0,90.0,1.0964210595516208
550.37,277.22,8.0,130.0,1.503554407887665
550.37,277.22,8.0,200.0,1.3292351510271272
550.37,277.22,8.0,350.0,1.2992151225889013
550.37,277.22,8.0,600.0,1.28758317084575
563.79,290.64,0.5,5.0,
563.79,290.64,0.5,15.0,
563.79,290.64,0.5,25.0,
563.79,290.64,0.5,35.0,
563.79,290.64,0.5,40.0,
563.79,290.64,0.5,50.0,
563.79,290.64,0.5,65.0,752.3452286720662
563.79,290.64,0.5,90.0,179.8420671015933
563.79,290.64,0.5,130.0,90.47692547174074
563.79,290.64,0.5,200.0,59.89194229752602
563.79,290.64,0.5,350.0,71.83686114675209
563.79,290.64,0.5,600.0,67.8834581287494
563.79,290.64,1.0,5.0,
563.79,290.64,1.0,15.0,
563.79,290.64,1.0,25.0,
563.79,290.64,1.0,35.0,138.0258691224513
563.79,290.64,1.0,40.0,83.27397073832891
563.79,290.64,1.0,50.0,52.03579230204518
563.79,290.64,1.0,65.0,26.29758106111828
563.79,290.64,1.0,90.0,23.40071654661196
563.79,290.64,1.0,130.0,22.978424248976157
563.79,290.64,1.0,200.0,28.288232963475725
563.79,290.64,1.0,350.0,22.460727280403113
563.79,290.64,1.0,600.0,20.47785706843885
563.79,290.64,2.0,5.0,
563.79,290.64,2.0,15.0,
563.79,290.64,2.0,25.0,11.936594301287103
563.79,290.64,2.0,35.0,7.757205377756526
563.79,290.64,2.0,40.0,9.114131363298908
563.79,290.64,2.0,50.0,6.129186594959361
563.79,290.64,2.0,65.0,6.347652796074431
563.79,290.64,2.0,90.0,5.969070133742873
563.79,290.64,2.0,130.0,7.264688576293121
563.79,290.64,2.0,200.0,5.1874551532526
563.79,290.64,2.0,350.0,3.667101145032132
563.79,290.64,2.0,600.0,5.5983437746550315
563.79,290.64,4.0,5.0,
563.79,290.64,4.0,15.0,3.1328388268370833
563.79,290.64,4.0,25.0,2.501061550480216
563.79,290.64,4.0,35.0,2.185406857516811
563.79,290.64,4.0,40.0,2.054904612799689
563.79,290.64,4.0,50.0,2.3041588392445544
563.79,290.64,4.0,65.0,1.5625486758319405
563.79,290.64,4.0,90.0,1.7561166239938863
563.79,290.64,4.0,130.0,2.0455665072148976
563.79,290.64,4.0,200.0,1.6483160002898865
563.79,290.64,4.0,350.0,1.3965238081871232
563.79,290.64,4.0,600.0,1.947424534413189
563.79,290.64,8.0,5.0,3.18173908747612
563.79,290.64,8.0,15.0,0.8901210322404618
563.79,290.64,8.0,25.0,0.5892300844923019
563.79,290.64,8.0,35.0,0.8368533120985775
563.79,290.64,8.0,40.0,0.5781778637328218
563.79,290.64,8.0,50.0,0.761055348470852
563.79,290.64,8.0,65.0,0.6243608585739859
563.79,290.64,8.0,90.0,0.5893430105493342
563.79,290.64,8.0,130.0,0.6476876335855741
563.79,290.64,8.0,200.0,0.6663786349088175
563.79,290.64,8.0,350.0,0.6168127621133033
563.79,290.64,8.0,600.0,0.7387796905763425
577.21,304.06,0.5,5.0,
577.21,304.06,0.5,15.0,
577.21,304.06,0.5,25.0,
577.21,304.06,0.5,35.0,
577.21,304.06,0.5,40.0,
577.21,304.06,0.5,50.0,
577.21,304.06,0.5,65.0,415.73834201315395
577.21,304.06,0.5,90.0,118.82573945593953
577.21,304.06,0.5,130.0,66.23654231618394
577.21,304.06,0.5,200.0,43.99423000539548
577.21,304.06,0.5,350.0,36.24053975830947
577.21,304.06,0.5,600.0,29.67346454939919
577.21,304.06,1.0,5.0,
577.21,304.06,1.0,15.0,
577.21,304.06,1.0,25.0,
577.21,304.06,1.0,35.0,70.65756728207045
577.21,304.06,1.0,40.0,36.650655593763695
577.21,304.06,1.0,50.0,16.924909806366703
577.21,304.06,1.0,65.0,16.560280125284777
577.21,304.06,1.0,90.0,12.662376177138158
577.21,304.06,1.0,130.0,15.911482054415192
577.21,304.06,1.0,200.0,8.805946437505098
577.21,304.06,1.0,350.0,8.514193767434636
577.21,304.06,1.0,600.0,12.014494885194624
577.21,304.06,2.0,5.0,
577.21,304.06,2.0,15.0,
577.21,304.06,2.0,25.0,9.110934597118757
577.21,304.06,2.0,35.0,4.6531222127603
577.21,304.06,2.0,40.0,4.326941089772832
577.21,304.06,2.0,50.0,4.65890454434225
577.21,304.06,2.0,65.0,2.7263654513666675
577.21,304.06,2.0,90.0,2.6988144793886364
577.21,304.06,2.0,130.0,3.222515941402671
577.21,304.06,2.0,200.0,4.055667222339794
577.21,304.06,2.0,350.0,2.909883948632163
577.21,304.06,2.0,600.0,3.096054062132773
577.21,304.06,4.0,5.0,
577.21,304.06,4.0,15.0,2.423093506266969
577.21,304.06,4.0,25.0,2.002781801069878
577.21,304.06,4.0,35.0,1.1929917724885477
577.21,304.06,4.0,40.0,1.2547587424052413
577.21,304.06,4.0,50.0,1.5803663282020561
577.21,304.06,4.0,65.0,0.9195249431639534
577.21,304.06,4.0,90.0,1.3007980989076688
577.21,304.06,4.0,130.0,0.9310014459185804
577.21,304.06,4.0,200.0,1.0783386057052382
577.21,304.06,4.0,350.0,1.0071233516541718
577.21,304.06,4.0,600.0,0.8964672683039783
577.21,304.06,8.0,5.0,1.3629919449023447
577.21,304.06,8.0,15.0,0.5488102080803748
577.21,304.06,8.0,25.0,0.5394004681427302
577.21,304.06,8.0,35.0,0.433753631997428
577.21,304.06,8.0,40.0,0.44034807622520683
577.21,304.06,8.0,50.0,0.46509705362953074
577.21,304.06,8.0,65.0,0.36223350829082457
577.21,304.06,8.0,90.0,0.4604120919715145
577.21,304.06,8.0,130.0,0.45979479712041005
577.21,304.06,8.0,200.0,0.594713873242488
577.21,304.06,8.0,350.0,0.37727143619106746
577.21,304.06,8.0,600.0,0.3709865440867595
590.63,317.48,0.5,5.0,
590.63,317.48,0.5,15.0,
590.63,317.48,0.5,25.0,
590.63,317.48,0.5,35.0,
590.63,317.48,0.5,40.0,
590.63,317.48,0.5,50.0,
590.63,317.48,0.5,65.0,298.5890419899504
590.63,317.48,0.5,90.0,69.42533526030446
590.63,317.48,0.5,130.0,35.07715569464783
590.63,317.48,0.5,200.0,27.52169191585856
590.63,317.48,0.5,350.0,26.78911921167884
590.63,317.48,0.5,600.0,20.085473208439236
590.63,317.48,1.0,5.0,
590.63,317.48,1.0,15.0,
590.63,317.48,1.0,25.0,
590.63,317.48,1.0,35.0,38.06944379024304
590.63,317.48,1.0,40.0,23.448703030018244
590.63,317.48,1.0,50.0,16.789663745962056
